lemma	pos	polarity_score 	has_polarity	provenance
diuinitas	noun	0.5	positive	SILVER
diuitiae	noun	0.5	positive	SILVER
diurnus	adj	0	neutral	SILVER
diuus	adj	0	neutral	SILVER
docimen	noun	0	neutral	SILVER
docimentom	noun	0	neutral	SILVER
doctor	noun	0.5	positive	SILVER
doctrina	noun	0	neutral	SILVER
domesticus	adj	0	neutral	SILVER
dominatio	noun	0	neutral	SILVER
dramaticos	adj	0	neutral	SILVER
dubietas	noun	-0.5	negative	SILVER
ducalis	adj	0.5	positive	SILVER
duchissa	noun	0	neutral	SILVER
duenos	adj	1	positive	SILVER
dulcedo	noun	0.5	positive	SILVER
dulciarius	adj	0.5	positive	SILVER
dulcitas	noun	0.5	positive	SILVER
dulcitudo	noun	0.5	positive	SILVER
dunus	adj	1	positive	SILVER
duonus	adj	1	positive	SILVER
duplicaris	adj	0	neutral	SILVER
duplicarius	adj	0	neutral	SILVER
duritas	noun	-0.5	negative	SILVER
duritia	noun	-0.5	negative	SILVER
durities	noun	-0.5	negative	SILVER
duritudo	noun	-0.5	negative	SILVER
ebrius	adj	-0.5	negative	SILVER
ecfluxus	adj	0	neutral	SILVER
edera	noun	0	neutral	SILVER
editus	adj	0.5	positive	SILVER
efficax	adj	1	positive	SILVER
effigies	noun	0	neutral	SILVER
egregius	adj	0	neutral	SILVER
emissariom	noun	0	neutral	SILVER
epos	noun	0	neutral	SILVER
equitatus	adj	0	neutral	SILVER
eritudo	noun	0	neutral	SILVER
erro	noun	0	neutral	SILVER
erus	noun	0	neutral	SILVER
essentialis	adj	0	neutral	SILVER
etas	noun	0	neutral	SILVER
euentom	noun	0	neutral	SILVER
eugenius	adj	0.5	positive	SILVER
exagoge	noun	0	neutral	SILVER
excelsitas	noun	1	positive	SILVER
excidiom	noun	-1	negative	SILVER
excusatio	noun	0.5	positive	SILVER
exemplare	noun	0	neutral	SILVER
exemplum	noun	0	neutral	SILVER
exequialis	adj	-0.5	negative	SILVER
exercitualis	adj	0	neutral	SILVER
exiguitas	noun	0.5	positive	SILVER
exiguus	adj	0	neutral	SILVER
exilis	adj	0	neutral	SILVER
exilium	noun	-1	negative	SILVER
eximius	adj	1	positive	SILVER
exsecrabilis	adj	-1	negative	SILVER
exsemplar	noun	0	neutral	SILVER
exsemplare	noun	0	neutral	SILVER
exsequiae	noun	-0.5	negative	SILVER
exstremom	noun	0	neutral	SILVER
exsul	noun	-1	negative	SILVER
externus	adj	0	neutral	SILVER
exterus	adj	0	neutral	SILVER
extimom	noun	0	neutral	SILVER
extremitas	noun	0	neutral	SILVER
exularis	adj	-1	negative	SILVER
exuperantia	noun	0.5	positive	SILVER
faber	noun	0	neutral	SILVER
fabularis	adj	0	neutral	SILVER
facetus	adj	0	neutral	SILVER
facialia	noun	0	neutral	SILVER
facilitas	noun	0.5	positive	SILVER
facinus	noun	-1	negative	SILVER
factio	noun	0.5	positive	SILVER
factom	noun	-1	negative	SILVER
factum	noun	-1	negative	SILVER
facultas	noun	0.5	positive	SILVER
faeles	noun	0	neutral	SILVER
faetor	noun	-1	negative	SILVER
faex	noun	-1	negative	SILVER
falsilocus	adj	-1	negative	SILVER
falsiloquium	noun	-1	negative	SILVER
familiaris	noun	1	positive	SILVER
farmacopola	noun	0	neutral	SILVER
farraceus	adj	0	neutral	SILVER
farrarius	adj	0	neutral	SILVER
farratus	adj	0	neutral	SILVER
farreatus	adj	0	neutral	SILVER
farreus	adj	0	neutral	SILVER
farricus	adj	0	neutral	SILVER
fatalitas	noun	0	neutral	SILVER
fatibula	noun	0	neutral	SILVER
fatum	noun	0	neutral	SILVER
faustitas	noun	1	positive	SILVER
felicitas	noun	1	positive	SILVER
felixs	adj	1	positive	SILVER
femina	noun	0	neutral	SILVER
feminal	noun	-0.5	negative	SILVER
femineus	adj	-0.5	negative	SILVER
ferox	adj	-1	negative	SILVER
ferruginus	adj	0	neutral	SILVER
ferrugo	noun	0	neutral	SILVER
fidelitas	noun	1	positive	SILVER
fidis	noun	1	positive	SILVER
fiducia	noun	0.5	positive	SILVER
filietas	noun	0	neutral	SILVER
finalis	adj	0	neutral	SILVER
flagitiom	noun	-1	negative	SILVER
flagitium	noun	-1	negative	SILVER
flexibilis	adj	0	neutral	SILVER
fluctus	noun	0	neutral	SILVER
fluentum	noun	0	neutral	SILVER
focacius	adj	0	neutral	SILVER
focaris	adj	0	neutral	SILVER
focarius	adj	0	neutral	SILVER
foedus	adj	-1	negative	SILVER
foemina	noun	-0.5	negative	SILVER
forma	noun	1	positive	SILVER
formonsulus	adj	0.5	positive	SILVER
formosus	adj	1	positive	SILVER
fornacalis	adj	0	neutral	SILVER
fornacarius	adj	0	neutral	SILVER
fors	noun	0	neutral	SILVER
fortitas	noun	0.5	positive	SILVER
fortitudo	noun	0.5	positive	SILVER
fortuna	noun	0	neutral	SILVER
fortunatus	adj	1	positive	SILVER
fortuniom	noun	1	positive	SILVER
fostis	noun	-1	negative	SILVER
fraternus	adj	0	neutral	SILVER
fratrabilis	adj	0	neutral	SILVER
fratria	noun	0	neutral	SILVER
frugi	adj	1	positive	SILVER
frutex	noun	0	neutral	SILVER
fruticetom	noun	0	neutral	SILVER
fugium	noun	-0.5	negative	SILVER
fulchrom	noun	0	neutral	SILVER
fundus	noun	0	neutral	SILVER
furnaceus	adj	0	neutral	SILVER
furnax	noun	0	neutral	SILVER
furtiuus	adj	-1	negative	SILVER
furtom	noun	-1	negative	SILVER
futilitas	noun	-1	negative	SILVER
futtilis	adj	-1	negative	SILVER
gaudium	noun	1	positive	SILVER
generalis	adj	0	neutral	SILVER
genitalicii	noun	0	neutral	SILVER
genitus	noun	0	neutral	SILVER
genticus	adj	0.5	positive	SILVER
gentilis	adj	0.5	positive	SILVER
genuale	noun	0	neutral	SILVER
glomerarius	noun	0	neutral	SILVER
gloria	noun	0	neutral	SILVER
gnobilis	adj	1	positive	SILVER
gradus	noun	0	neutral	SILVER
grandis	adj	0	neutral	SILVER
grauedo	noun	-0.5	negative	SILVER
grauiditas	noun	0	neutral	SILVER
grauitas	noun	-0.5	negative	SILVER
grauitudo	noun	-0.5	negative	SILVER
gremiom	noun	0	neutral	SILVER
grossitas	noun	-0.5	negative	SILVER
grossitudo	noun	-0.5	negative	SILVER
hebetudo	noun	-0.5	negative	SILVER
hederaceus	adj	0	neutral	SILVER
hederatus	adj	0	neutral	SILVER
helluo	noun	0	neutral	SILVER
hemonus	adj	0	neutral	SILVER
hilaritas	noun	1	positive	SILVER
hinnuleus	noun	0	neutral	SILVER
hirsutus	adj	-0.5	negative	SILVER
hirtus	adj	-0.5	negative	SILVER
hispidus	adj	-0.5	negative	SILVER
homicidalis	adj	-1	negative	SILVER
homicidium	noun	-1	negative	SILVER
honestas	noun	1	positive	SILVER
honestitas	noun	1	positive	SILVER
honestitudo	noun	1	positive	SILVER
honustus	adj	-0.5	negative	SILVER
hosticus	adj	-1	negative	SILVER
hostilis	adj	-1	negative	SILVER
humanitas	noun	0	neutral	SILVER
idealis	adj	0	neutral	SILVER
igneus	adj	0	neutral	SILVER
igniarius	adj	0	neutral	SILVER
ignicans	adj	0	neutral	SILVER
ignobilis	adj	-1	negative	SILVER
ignobilitas	noun	-1	negative	SILVER
ignominia	noun	0	neutral	SILVER
ignorantia	noun	0	neutral	SILVER
illautus	adj	-0.5	negative	SILVER
illex	adj	-0.5	negative	SILVER
illocalis	adj	0	neutral	SILVER
imbonitas	noun	-1	negative	SILVER
immanis	adj	0	neutral	SILVER
immanitas	noun	-1	negative	SILVER
immediatus	adj	0	neutral	SILVER
immemoratio	noun	-0.5	negative	SILVER
immensus	adj	0	neutral	SILVER
immortalitas	noun	0.5	positive	SILVER
immunditas	noun	-1	negative	SILVER
immunditia	noun	-1	negative	SILVER
immundities	noun	-1	negative	SILVER
immundus	adj	-0.5	negative	SILVER
impar	adj	-0.5	negative	SILVER
imparitas	noun	-0.5	negative	SILVER
impassibilis	adj	-0.5	negative	SILVER
impeiriom	noun	0	neutral	SILVER
imperator	noun	0.5	positive	SILVER
imperfectio	noun	-0.5	negative	SILVER
imperiom	noun	0	neutral	SILVER
impersonalis	adj	0	neutral	SILVER
impius	adj	-1	negative	SILVER
implanus	adj	0	neutral	SILVER
improbitas	noun	-1	negative	SILVER
improcerus	adj	-0.5	negative	SILVER
improlis	adj	0	neutral	SILVER
improlus	adj	0	neutral	SILVER
improprietas	noun	0	neutral	SILVER
improprius	adj	0	neutral	SILVER
impuritas	noun	-1	negative	SILVER
impuritia	noun	-1	negative	SILVER
impurus	adj	-1	negative	SILVER
imputribilis	adj	1	positive	SILVER
inabstinentia	noun	-1	negative	SILVER
inaequalis	adj	-0.5	negative	SILVER
inaequus	adj	-0.5	negative	SILVER
inanimis	adj	-0.5	negative	SILVER
inanimus	adj	-0.5	negative	SILVER
inartificialis	adj	0	neutral	SILVER
inauarus	adj	1	positive	SILVER
incapax	adj	0	neutral	SILVER
incassus	adj	1	positive	SILVER
incertitudo	noun	-0.5	negative	SILVER
inciuilis	adj	-0.5	negative	SILVER
inciuilitas	noun	-0.5	negative	SILVER
inclarus	adj	-0.5	negative	SILVER
inclutus	adj	0.5	positive	SILVER
inclytus	adj	1	positive	SILVER
incolor	adj	0	neutral	SILVER
incolumis	adj	-0.5	negative	SILVER
incolumitas	noun	-0.5	negative	SILVER
incomis	adj	-1	negative	SILVER
incommodesticus	adj	-0.5	negative	SILVER
incommoditas	noun	-0.5	negative	SILVER
incommodus	adj	-0.5	negative	SILVER
incommunis	adj	0	neutral	SILVER
incongruitas	noun	-1	negative	SILVER
inconsonus	adj	-1	negative	SILVER
inconspicuus	adj	-1	negative	SILVER
incontumacia	noun	1	positive	SILVER
incorporalis	adj	0	neutral	SILVER
incorporeus	adj	0	neutral	SILVER
incorruptio	noun	1	positive	SILVER
incuria	noun	1	positive	SILVER
incuriosus	adj	0.5	positive	SILVER
indecor	adj	-1	negative	SILVER
indignitas	noun	-1	negative	SILVER
indignus	adj	-1	negative	SILVER
indolorius	adj	1	positive	SILVER
indubitabilis	adj	0.5	positive	SILVER
inefficax	adj	-1	negative	SILVER
inermis	adj	0	neutral	SILVER
inermus	adj	0	neutral	SILVER
iners	adj	0	neutral	SILVER
inertia	noun	0	neutral	SILVER
infans	adj	-0.5	negative	SILVER
infans	noun	0	neutral	SILVER
infaustus	adj	-1	negative	SILVER
infelicitas	noun	-1	negative	SILVER
infelix	adj	-1	negative	SILVER
infimitas	noun	0	neutral	SILVER
infimus	adj	0	neutral	SILVER
infinis	adj	0	neutral	SILVER
infinitas	noun	0	neutral	SILVER
inflabilis	adj	0	neutral	SILVER
inflexibilis	adj	0	neutral	SILVER
informis	adj	-1	negative	SILVER
infumus	adj	0	neutral	SILVER
ingenium	noun	0.5	positive	SILVER
ingenuitas	noun	0.5	positive	SILVER
ingenuos	adj	0.5	positive	SILVER
ingratia	noun	-1	negative	SILVER
ingratitudo	noun	-1	negative	SILVER
inhonestas	noun	-1	negative	SILVER
inhonoris	adj	-1	negative	SILVER
inhumanatus	adj	0	neutral	SILVER
inhumanitas	noun	0	neutral	SILVER
inhumanus	adj	0	neutral	SILVER
inimicus	noun	-1	negative	SILVER
iniocundus	adj	-1	negative	SILVER
iniquitas	noun	-1	negative	SILVER
iniucunditas	noun	-1	negative	SILVER
iniucundus	adj	-1	negative	SILVER
iniurius	adj	-0.5	negative	SILVER
iniustitia	noun	-1	negative	SILVER
iniustus	adj	-1	negative	SILVER
inlaetabilis	adj	-1	negative	SILVER
inlex	adj	-0.5	negative	SILVER
inmedicabilis	adj	-0.5	negative	SILVER
inmoderatus	adj	-1	negative	SILVER
inmortalis	adj	0.5	positive	SILVER
inmundus	adj	-1	negative	SILVER
innocens	adj	0.5	positive	SILVER
innocuos	adj	0.5	positive	SILVER
innominis	adj	0	neutral	SILVER
inordinalis	adj	-0.5	negative	SILVER
inormitas	noun	-0.5	negative	SILVER
inorus	adj	0	neutral	SILVER
inpar	adj	-0.5	negative	SILVER
inpassibilitas	noun	-0.5	negative	SILVER
inperialis	adj	0	neutral	SILVER
inprobulus	adj	-0.5	negative	SILVER
inprobus	adj	-1	negative	SILVER
inproprius	adj	0	neutral	SILVER
inpurus	adj	-1	negative	SILVER
inpuritas	noun	-1	negative	SILVER
inpuritia	noun	-1	negative	SILVER
inputatio	noun	-0.5	negative	SILVER
insanus	adj	-1	negative	SILVER
insapiens	adj	-1	negative	SILVER
insciens	adj	0	neutral	SILVER
inscientia	noun	0	neutral	SILVER
inscitia	noun	0	neutral	SILVER
inscitus	adj	0	neutral	SILVER
insecundus	adj	0	neutral	SILVER
insensualis	adj	-0.5	negative	SILVER
insensualitas	noun	-0.5	negative	SILVER
insigniarius	noun	0	neutral	SILVER
insignis	adj	0	neutral	SILVER
insignus	adj	0	neutral	SILVER
insincerus	adj	-0.5	negative	SILVER
insipientia	noun	-1	negative	SILVER
insolidus	adj	-0.5	negative	SILVER
insollers	adj	-1	negative	SILVER
insomnia	noun	-0.5	negative	SILVER
insomnietas	noun	-0.5	negative	SILVER
insomnitas	noun	-0.5	negative	SILVER
insomnium	noun	0.5	positive	SILVER
inspiritalis	adj	0	neutral	SILVER
instabilis	adj	-0.5	negative	SILVER
instabilitas	noun	-0.5	negative	SILVER
instructus	adj	0.5	positive	SILVER
insuauitas	noun	-1	negative	SILVER
insufficientia	noun	-1	negative	SILVER
integritas	noun	0.5	positive	SILVER
integritudo	noun	0.5	positive	SILVER
intellectualis	adj	0	neutral	SILVER
intemperans	adj	-1	negative	SILVER
intemporalis	adj	0	neutral	SILVER
interfector	noun	-1	negative	SILVER
interitus	noun	-1	negative	SILVER
interminis	adj	0	neutral	SILVER
interminus	adj	0	neutral	SILVER
internecio	noun	-1	negative	SILVER
intestinarius	adj	0	neutral	SILVER
intrectabilis	adj	0	neutral	SILVER
intutus	adj	-0.5	negative	SILVER
inualidus	adj	-1	negative	SILVER
inualitudo	noun	-1	negative	SILVER
inueitus	adj	-0.5	negative	SILVER
inueniabilis	adj	-1	negative	SILVER
inuenustus	adj	-1	negative	SILVER
inuerus	adj	-0.5	negative	SILVER
inueteratus	adj	0	neutral	SILVER
inuiolentus	adj	1	positive	SILVER
inuisibilis	adj	0	neutral	SILVER
inuisibilitas	noun	0	neutral	SILVER
inuitalis	adj	0	neutral	SILVER
inuius	adj	0	neutral	SILVER
inutilis	adj	-1	negative	SILVER
inutilitas	noun	-1	negative	SILVER
iocondus	adj	1	positive	SILVER
ioculus	noun	0.5	positive	SILVER
ioudex	noun	0.5	positive	SILVER
ioudiciom	noun	0.5	positive	SILVER
ious	noun	0.5	positive	SILVER
ira	noun	-1	negative	SILVER
irrationabilis	adj	-0.5	negative	SILVER
irreligio	noun	-1	negative	SILVER
irritamen	noun	0.5	positive	SILVER
itiner	noun	0	neutral	SILVER
itineralis	adj	0	neutral	SILVER
itinerarius	adj	0	neutral	SILVER
iucunditas	noun	1	positive	SILVER
iucunditudo	noun	1	positive	SILVER
iudicatus	noun	0.5	positive	SILVER
iudicialis	adj	0.5	positive	SILVER
iudiciarius	adj	0.5	positive	SILVER
iudiciom	noun	0.5	positive	SILVER
iustitia	noun	1	positive	SILVER
iustitiale	noun	-1	negative	SILVER
iustitiom	noun	-1	negative	SILVER
kausa	noun	0	neutral	SILVER
kaussa	noun	0	neutral	SILVER
labos	noun	-0.5	negative	SILVER
laccatus	adj	0	neutral	SILVER
laccus	noun	0	neutral	SILVER
laculatus	adj	0	neutral	SILVER
lacuna	noun	0	neutral	SILVER
laetitas	noun	1	positive	SILVER
laetitia	noun	1	positive	SILVER
laetities	noun	1	positive	SILVER
laetitudo	noun	1	positive	SILVER
laeuos	adj	-1	negative	SILVER
lanternarius	noun	0	neutral	SILVER
lardom	noun	0	neutral	SILVER
lasarpiciom	noun	0	neutral	SILVER
laserpiciarius	adj	0	neutral	SILVER
laserpiciatus	adj	0	neutral	SILVER
laterna	noun	0	neutral	SILVER
lecio	noun	0	neutral	SILVER
lecticarius	noun	0	neutral	SILVER
lectus	noun	0	neutral	SILVER
legalis	adj	0.5	positive	SILVER
legarium	noun	0.5	positive	SILVER
legionarius	adj	0	neutral	SILVER
leiber	adj	0.5	positive	SILVER
letum	noun	-1	negative	SILVER
leuidensis	adj	0	neutral	SILVER
leuitas	noun	0	neutral	SILVER
leuitudo	noun	0	neutral	SILVER
lexs	noun	0.5	positive	SILVER
libertas	noun	0.5	positive	SILVER
libertinus	noun	0.5	positive	SILVER
libertus	noun	0.5	positive	SILVER
libido	noun	-0.5	negative	SILVER
lienicus	adj	-1	negative	SILVER
lienis	noun	-1	negative	SILVER
limes	noun	0	neutral	SILVER
linteolom	noun	0	neutral	SILVER
liquaminarius	noun	0	neutral	SILVER
liquaminatus	adj	0	neutral	SILVER
litigatus	noun	-0.5	negative	SILVER
litigiom	noun	-0.5	negative	SILVER
littera	noun	0	neutral	SILVER
localis	adj	0	neutral	SILVER
locarius	adj	0	neutral	SILVER
longarius	adj	0	neutral	SILVER
longitia	noun	0	neutral	SILVER
longitudo	noun	0	neutral	SILVER
luctus	noun	-1	negative	SILVER
luculentas	noun	1	positive	SILVER
luculentia	noun	1	positive	SILVER
luculentitas	noun	1	positive	SILVER
luridatus	adj	-1	negative	SILVER
lympha	noun	0	neutral	SILVER
lymphatus	adj	-1	negative	SILVER
lyra	noun	0	neutral	SILVER
macister	noun	0.5	positive	SILVER
maeror	noun	-1	negative	SILVER
maestitia	noun	-1	negative	SILVER
magistralis	adj	0.5	positive	SILVER
magistratus	noun	0.5	positive	SILVER
magnalia	noun	0	neutral	SILVER
magnarii	noun	0	neutral	SILVER
magnarius	adj	0	neutral	SILVER
magnates	noun	0	neutral	SILVER
magnatus	noun	0	neutral	SILVER
magnificus	adj	0	neutral	SILVER
magnitas	noun	0	neutral	SILVER
magnities	noun	0	neutral	SILVER
magnitudo	noun	0	neutral	SILVER
maleficiom	noun	-1	negative	SILVER
maleficium	noun	-1	negative	SILVER
maleficus	adj	-1	negative	SILVER
maleuolentia	noun	-1	negative	SILVER
malitas	noun	-1	negative	SILVER
malitia	noun	-1	negative	SILVER
malities	noun	-1	negative	SILVER
malom	noun	-1	negative	SILVER
manica	noun	0	neutral	SILVER
manuale	noun	0	neutral	SILVER
manuarius	adj	0	neutral	SILVER
manuatus	adj	0	neutral	SILVER
marcha	noun	0	neutral	SILVER
marita	noun	-0.5	negative	SILVER
maritus	noun	0	neutral	SILVER
mas	noun	0	neutral	SILVER
materialis	adj	0	neutral	SILVER
materiarius	adj	0	neutral	SILVER
matratus	noun	0	neutral	SILVER
matrona	noun	-0.5	negative	SILVER
matronalis	adj	-0.5	negative	SILVER
matronatus	noun	-0.5	negative	SILVER
meatus	noun	0	neutral	SILVER
medialis	adj	0	neutral	SILVER
medianus	adj	0	neutral	SILVER
mediatus	adj	0	neutral	SILVER
medicamentarius	adj	0	neutral	SILVER
medicamentom	noun	0	neutral	SILVER
medicina	noun	0	neutral	SILVER
medietas	noun	0	neutral	SILVER
mediocris	adj	0	neutral	SILVER
meiles	noun	0	neutral	SILVER
melota	noun	0	neutral	SILVER
mensalis	adj	0	neutral	SILVER
mensarius	adj	0	neutral	SILVER
mensor	noun	0	neutral	SILVER
mensularius	noun	0	neutral	SILVER
meritom	noun	1	positive	SILVER
meus	adj	0	neutral	SILVER
militarius	adj	0	neutral	SILVER
militia	noun	0	neutral	SILVER
milities	noun	0	neutral	SILVER
milito	noun	0	neutral	SILVER
miseria	noun	-1	negative	SILVER
miseritudo	noun	-1	negative	SILVER
miserus	adj	-1	negative	SILVER
mixus	noun	0	neutral	SILVER
modicus	noun	0	neutral	SILVER
momentum	noun	0	neutral	SILVER
monstrom	noun	0.5	positive	SILVER
monstrositas	noun	-1	negative	SILVER
monstrosus	adj	-1	negative	SILVER
moralis	adj	0.5	positive	SILVER
mortalis	adj	-1	negative	SILVER
mortarium	noun	-1	negative	SILVER
mulier	noun	0	neutral	SILVER
mulierarius	adj	0	neutral	SILVER
mulieritas	noun	0	neutral	SILVER
multicius	adj	0	neutral	SILVER
multitudo	noun	0	neutral	SILVER
mundalis	adj	1	positive	SILVER
munditia	noun	1	positive	SILVER
munitio	noun	-0.5	negative	SILVER
mustum	noun	0	neutral	SILVER
nabis	noun	0	neutral	SILVER
natio	noun	0	neutral	SILVER
naturabilis	adj	0	neutral	SILVER
naturale	noun	0	neutral	SILVER
naturalis	adj	0	neutral	SILVER
nauale	noun	0	neutral	SILVER
naualis	adj	0	neutral	SILVER
nauifragus	adj	-0.5	negative	SILVER
nauium	noun	0	neutral	SILVER
necesse	noun	0	neutral	SILVER
nefarius	adj	-1	negative	SILVER
nefas	noun	-1	negative	SILVER
negligentia	noun	-0.5	negative	SILVER
negotium	noun	-0.5	negative	SILVER
nemo	adj	-0.5	negative	SILVER
nepotalis	adj	0	neutral	SILVER
nepotatus	noun	0	neutral	SILVER
nequam	adj	-1	negative	SILVER
nequam	noun	-1	negative	SILVER
nitiditas	noun	0.5	positive	SILVER
nobilitas	noun	1	positive	SILVER
noctans	adj	0	neutral	SILVER
nocumentom	noun	-0.5	negative	SILVER
noicius	adj	0	neutral	SILVER
nominalis	adj	0	neutral	SILVER
nominarii	noun	0	neutral	SILVER
norma	noun	0.5	positive	SILVER
normalis	adj	0.5	positive	SILVER
nothus	adj	0	neutral	SILVER
noualis	adj	0.5	positive	SILVER
nouitas	noun	0	neutral	SILVER
nouus	noun	1	positive	SILVER
noxa	noun	-1	negative	SILVER
nuculeus	noun	0	neutral	SILVER
nuditas	noun	0	neutral	SILVER
obesitas	noun	-0.5	negative	SILVER
obessus	adj	-0.5	negative	SILVER
obliterus	adj	-1	negative	SILVER
obprobiom	noun	-1	negative	SILVER
obscaenitas	noun	-1	negative	SILVER
obsoletus	adj	-0.5	negative	SILVER
obstaculom	noun	-0.5	negative	SILVER
obstinatio	noun	-1	negative	SILVER
occasio	noun	0.5	positive	SILVER
oclus	noun	0	neutral	SILVER
oculare	noun	0	neutral	SILVER
ocularis	adj	0	neutral	SILVER
ocularius	adj	0	neutral	SILVER
oculatus	adj	0	neutral	SILVER
oculeus	adj	0	neutral	SILVER
odor	noun	0	neutral	SILVER
oesopom	noun	0	neutral	SILVER
oitilis	adj	1	positive	SILVER
oleamentum	noun	0	neutral	SILVER
olearis	adj	0	neutral	SILVER
olearius	adj	0	neutral	SILVER
oleatus	adj	0	neutral	SILVER
oleom	noun	0	neutral	SILVER
opera	noun	-0.5	negative	SILVER
opinio	noun	0	neutral	SILVER
opitimus	adj	1	positive	SILVER
opos	noun	0.5	positive	SILVER
opportunitas	noun	0.5	positive	SILVER
opseruantia	noun	0	neutral	SILVER
orarium	noun	0	neutral	SILVER
orbitas	noun	-0.5	negative	SILVER
orbitudo	noun	-0.5	negative	SILVER
ordinalis	adj	0.5	positive	SILVER
ordinarius	adj	0.5	positive	SILVER
orfanus	noun	-0.5	negative	SILVER
organalis	adj	0	neutral	SILVER
organarius	noun	0	neutral	SILVER
organicus	adj	0	neutral	SILVER
organom	noun	0	neutral	SILVER
orphanitas	noun	-0.5	negative	SILVER
osculom	noun	0	neutral	SILVER
osseus	adj	0	neutral	SILVER
ossuarius	adj	0	neutral	SILVER
otium	noun	0.5	positive	SILVER
ouuius	adj	-0.5	negative	SILVER
oxor	noun	-0.5	negative	SILVER
pannositas	noun	-0.5	negative	SILVER
pannuceatus	adj	-0.5	negative	SILVER
pannucius	adj	-0.5	negative	SILVER
pannum	noun	-0.5	negative	SILVER
pannus	noun	-0.5	negative	SILVER
parabole	noun	0	neutral	SILVER
parabolicus	adj	0	neutral	SILVER
paris	adj	0.5	positive	SILVER
paritas	noun	0.5	positive	SILVER
partialis	adj	0	neutral	SILVER
partiarius	adj	0	neutral	SILVER
partilis	adj	0	neutral	SILVER
paruitas	noun	0	neutral	SILVER
patratus	noun	0	neutral	SILVER
patricius	adj	0	neutral	SILVER
patricus	adj	0	neutral	SILVER
patritus	adj	0	neutral	SILVER
paucitas	noun	-0.5	negative	SILVER
paullom	noun	0	neutral	SILVER
pax	noun	0.5	positive	SILVER
pectinarius	adj	0	neutral	SILVER
pectinatus	adj	0	neutral	SILVER
pedalis	adj	0	neutral	SILVER
pedarii	noun	0	neutral	SILVER
pedarius	adj	0	neutral	SILVER
pedatus	adj	0	neutral	SILVER
pedica	noun	0	neutral	SILVER
pedicus	adj	0	neutral	SILVER
pellarius	adj	0	neutral	SILVER
pelleatus	adj	0	neutral	SILVER
pelleus	adj	0	neutral	SILVER
pellicius	adj	0	neutral	SILVER
pellitus	adj	0	neutral	SILVER
percunctatio	noun	0	neutral	SILVER
percussor	noun	-1	negative	SILVER
perfuga	noun	-1	negative	SILVER
perfugium	noun	-1	negative	SILVER
periclom	noun	-1	negative	SILVER
periculom	noun	-1	negative	SILVER
permistio	noun	0	neutral	SILVER
pernicies	noun	-1	negative	SILVER
pernities	noun	-1	negative	SILVER
perpetoalis	adj	0	neutral	SILVER
perpetuum	noun	0	neutral	SILVER
personalis	adj	0	neutral	SILVER
personarius	noun	0	neutral	SILVER
personatiuus	adj	0	neutral	SILVER
personatus	adj	0	neutral	SILVER
pertinacia	noun	-1	negative	SILVER
petulantia	noun	-0.5	negative	SILVER
philius	noun	0	neutral	SILVER
philologia	noun	0	neutral	SILVER
physiologicus	adj	0	neutral	SILVER
picaria	noun	0	neutral	SILVER
picarius	noun	0	neutral	SILVER
picatus	adj	0	neutral	SILVER
piceus	adj	0	neutral	SILVER
pietas	noun	1	positive	SILVER
pinalis	adj	0	neutral	SILVER
pinetum	noun	0	neutral	SILVER
pineus	adj	0	neutral	SILVER
plaga	noun	0	neutral	SILVER
planicies	noun	0	neutral	SILVER
planus	adj	0	neutral	SILVER
plebicula	noun	-0.5	negative	SILVER
plebs	noun	0	neutral	SILVER
plenitas	noun	0	neutral	SILVER
plenitudo	noun	0	neutral	SILVER
poblicus	adj	0	neutral	SILVER
poetes	noun	0	neutral	SILVER
poeticus	adj	0	neutral	SILVER
polcer	adj	1	positive	SILVER
pollicaris	adj	0	neutral	SILVER
pompa	noun	0.5	positive	SILVER
popolus	noun	0	neutral	SILVER
populacius	adj	0	neutral	SILVER
popularis	adj	0	neutral	SILVER
populetum	noun	0	neutral	SILVER
populeus	adj	0	neutral	SILVER
portio	noun	0	neutral	SILVER
posterius	adj	0	neutral	SILVER
potestas	noun	0.5	positive	SILVER
potis	adj	0	neutral	SILVER
pouer	noun	0	neutral	SILVER
praedium	noun	0	neutral	SILVER
praetor	noun	0.5	positive	SILVER
precarius	adj	0	neutral	SILVER
preimus	adj	0.5	positive	SILVER
primanus	adj	0.5	positive	SILVER
primatus	noun	0.5	positive	SILVER
primitiae	noun	0.5	positive	SILVER
prioratus	noun	0.5	positive	SILVER
priscus	adj	0	neutral	SILVER
pristinus	adj	0	neutral	SILVER
probus	adj	1	positive	SILVER
procerus	adj	0.5	positive	SILVER
progenies	noun	0	neutral	SILVER
prohemiom	noun	0	neutral	SILVER
proles	noun	0	neutral	SILVER
promontoriom	noun	0	neutral	SILVER
propago	noun	0	neutral	SILVER
propicius	adj	1	positive	SILVER
propinquus	adj	0	neutral	SILVER
proprietas	noun	0	neutral	SILVER
prosapia	noun	0	neutral	SILVER
prosper	adj	1	positive	SILVER
prosperitas	noun	1	positive	SILVER
prosperus	adj	1	positive	SILVER
prosthesis	noun	0	neutral	SILVER
proteruus	adj	-0.5	negative	SILVER
prouerbialis	adj	0	neutral	SILVER
prouerbiom	noun	0	neutral	SILVER
prouincialis	adj	0	neutral	SILVER
pthongus	noun	0	neutral	SILVER
puerarius	noun	0	neutral	SILVER
puerilis	adj	0	neutral	SILVER
pueritas	noun	0	neutral	SILVER
pueritia	noun	0	neutral	SILVER
puerities	noun	0	neutral	SILVER
